ID,DHO
0,2442.150266185103
1,2333.499066143301
2,2301.138110686125
3,2271.345411064444
4,2247.580077419314
5,2203.798305262336
6,2212.9483823987794
7,2194.91907491373
8,2171.9910919165304
9,2196.2746044370224
10,2182.2472180545687
11,2174.2106650537253
12,2173.623330996119
13,2156.686539786959
14,2154.9836326247882
15,2133.0631162647323
16,2141.1506300805077
17,2138.191036139101
18,2136.5203163876513
19,2140.7019863598343
20,2141.162761949182
21,2152.4752779519536
22,2152.2044588357085
23,2149.069617988832
24,2148.2921981746513
25,2151.536750216091
26,2138.243440162624
27,2139.715901514769
28,2132.3916514765624
29,2116.3695757357937
30,2117.7921673678084
31,2116.022966143302
32,2115.5438871551155
33,2114.746985278164
34,2128.516814958658
35,2118.6787242557816
36,2119.8744433796082
37,2129.271629897915
38,2135.8067846305466
39,2124.9168456069774
40,2113.436611990025
41,2127.4923633337685
42,2123.208179860977
43,2120.9204715039027
44,2118.1642413194704
45,2108.4594174461918
46,2110.74290420928
47,2123.5497247636595
48,2125.5673240182227
49,2120.509455332091
50,2108.382174519331
51,2125.2776986753474
52,2114.4111835696103
53,2114.461893701132
54,2110.7191798572535
55,2118.5282847983053
56,2121.965854791228
57,2102.7806689322265
58,2097.989871898729
59,2108.8387783122853
60,2115.852039879425
61,2111.9483442757037
62,2115.398765108882
63,2108.6001106101285
64,2114.9896907900256
65,2118.6721147611224
66,2105.627365633624
67,2116.501187916253
68,2127.1180654093973
69,2114.814572898852
70,2119.006369415196
71,2118.9862233637805
72,2109.01672066439
73,2119.381108919064
74,2108.1886071867934
75,2111.128200234806
76,2117.9656143460097
77,2120.6700911051594
78,2116.606837092536
79,2113.5708807848014
80,2107.323876316148
81,2128.9895403379046
82,2129.3538782447554
83,2131.0903288084
84,2114.455248025128
85,2107.366522120683
86,2107.936592558158
87,2109.2312316057237
88,2113.714123234635
89,2118.827198587448
90,2115.656221772376
91,2118.2227145510255
92,2100.9439176244077
93,2115.626074119741
94,2109.789226008802
95,2111.783609322337
96,2117.7662959944546
97,2114.1409978541797
98,2116.6865310391777
99,2123.170580002118
100,2113.2791546466046
101,2106.902113651625
102,2114.4511169138714
103,2112.6632841973515
104,2107.5335634552102
105,2118.5002540122778
106,2123.6761397035843
107,2112.4825946196156
108,2125.8803510348216
109,2122.221671853999
110,2132.100389659994
111,2117.4939475858346
112,2128.425964739502
113,2124.878240517294
114,2125.879834310079
115,2116.2066675765136
116,2123.6362799739545
117,2119.7873945075753
118,2106.522437129235
119,2123.2046678033516
120,2123.7455471953094
121,2122.963883302748
122,2118.853783123146
123,2117.2547265987896
124,2127.023655697085
125,2132.1853378368205
126,2120.863776810099
127,2112.5928708153597
128,2110.5766568250174
129,2117.736384448833
130,2118.0090057421817
131,2124.514051187979
132,2118.9846001180345
133,2111.029015470328
134,2112.760040115286
135,2112.4125130559214
136,2114.358166935896
137,2116.6105872250882
138,2110.5910285777722
139,2117.7421879672875
140,2107.290394202591
141,2110.1757626035796
142,2103.1930919331885
143,2113.4733194374526
144,2109.7126488780286
145,2104.9189674332983
146,2112.1493282006822
147,2114.9227860903384
148,2105.1497145127796
149,2109.6822179927162
150,2109.400141830224
151,2117.2157236444855
152,2111.7655645435607
153,2111.2882810677083
154,2112.850853938192
155,2102.9005383229173
156,2117.3620330301906
157,2116.741069079565
158,2109.837873555111
159,2117.6378399099003
160,2126.293565302641
161,2111.104847105778
162,2125.978914612144
163,2124.433361597341
164,2131.9499848742144
165,2123.9313254540134
166,2114.7240078800733
167,2112.845382339938
168,2104.586243338468
169,2110.9364691417527
170,2096.863360692004
171,2106.6201708876033
172,2115.36393828437
173,2111.8809852043278
174,2109.8429504617475
175,2120.8974864759653
176,2113.2992191704434
177,2106.521493563311
178,2113.390948417903
179,2122.302947454981
180,2129.2409050842407
181,2142.952878959094
182,2143.5883591472034
183,2118.136847658665
184,2122.4994398123627
185,2138.933514159648
186,2139.302868822663
187,2122.681832649959
188,2112.196522706171
189,2117.177203935463
190,2120.3600609293185
191,2130.892807534516
192,2128.2758375720264
193,2131.8034149120203
194,2145.1323292357097
195,2127.557219700099
196,2135.9031947470835
197,2137.5582525910813
198,2132.353947882737
199,2118.2261873885636
200,2137.2629830095366
201,2120.877478556805
202,2110.781431659653
203,2111.0837374873354
204,2116.381828530501
205,2116.9840064956256
206,2121.4219017028386
207,2128.813086691599
208,2135.433258706707
209,2123.9223767591793
210,2115.934106402209
211,2123.2646326645745
212,2126.3116757358703
213,2130.405371594014
214,2117.3598947042206
215,2123.911805312541
216,2108.5161622979986
217,2113.573533515906
218,2124.4344457172165
219,2139.5773112242327
220,2131.5094502106217
221,2142.413090226989
222,2132.1859134895267
223,2142.245671908173
224,2147.364921599449
225,2138.7193401046943
226,2137.6669330257923
227,2142.155980019732
228,2146.1901698093016
229,2132.1418246610365
230,2141.452734609506
231,2140.925719299289
232,2139.25283976177
233,2137.220964851902
234,2136.54731544499
235,2135.979809831256
236,2155.253989091124
237,2150.857933441625
238,2134.617689545362
239,2131.8072540301814
240,2147.6924081242005
241,2129.2886269274827
242,2150.0761045526133
243,2147.418015333938
244,2139.0057437577902
245,2141.3805842377274
246,2153.7938360341664
247,2148.6016467716445
248,2142.968679684031
249,2145.6222569925253
250,2150.1072849029288
251,2153.8560888325196
252,2153.440824173238
253,2150.22692119971
254,2145.3918203559015
255,2146.1589874283354
256,2147.326290627684
257,2165.0318184687376
258,2163.9692530586376
259,2152.8593123821147
260,2157.49910717028
261,2167.1963172240503
262,2156.4889583160557
263,2154.4369780891966
264,2159.5611795719174
265,2138.434382387175
266,2156.233574536919
267,2149.8551498478696
268,2142.057259239301
269,2140.9674143096163
270,2165.967650780186
271,2175.685439268874
272,2157.597789122411
273,2157.3236021936964
274,2169.897137754469
275,2166.7729008464858
276,2171.3765754918677
277,2158.6436517176603
278,2163.4125902436745
279,2153.354824282643
280,2149.0512296951947
281,2158.5319827679123
282,2171.7984098700663
283,2173.367941807074
284,2193.9455395757514
285,2199.7471055951223
286,2196.2983594857988
287,2171.475750455504
288,2167.071120093058
289,2166.341095167546
290,2172.2072402575845
291,2182.8685032799503
292,2200.885621097051
293,2157.5861316321984
294,2171.230444281939
295,2187.3621923279456
296,2165.444253303786
297,2168.94728523476
298,2181.9422186005772
299,2180.000841029293
300,2213.429170084742
301,2189.0968171374325
