ID,DHO
98,2219.733083668898
99,2217.232793362976
100,2211.771118322287
101,2208.887639178512
102,2209.360678801245
103,2208.8904787380457
104,2208.0181969035557
105,2207.39844121086
106,2207.316386908291
107,2206.9734159609247
108,2205.915640508582
109,2205.8137106526665
110,2205.715958423813
111,2205.768933026451
112,2205.538948692851
113,2205.5694423342566
114,2205.4790017035843
115,2205.5126604743955
116,2205.25780590932
117,2205.006450658884
118,2205.010845551492
119,2205.256747704823
120,2205.3262112950606
121,2205.257119866124
122,2205.6286176174845
123,2205.559799056983
124,2205.594810552916
125,2205.4834287756144
126,2205.38021741183
127,2205.5563176440555
128,2205.364839173595
129,2205.427246898745
130,2205.053819068707
131,2204.500504562821
132,2204.3993968685922
133,2204.4145953380003
134,2205.0977607274162
135,2204.9009865339344
136,2205.282921457364
137,2205.2520749772834
138,2205.1027475711394
139,2205.0720320279993
140,2205.1470033053015
141,2205.058641667632
142,2204.8731420809363
143,2205.240025172517
144,2204.972592656041
145,2204.6560398929464
146,2204.810741506303
147,2204.6036713755357
148,2205.022724783976
149,2204.827489694538
150,2204.7594587184262
151,2204.8852619446398
152,2204.6713945214315
153,2204.7891350497675
154,2204.715349813778
155,2205.1668235478564
156,2205.004237947437
157,2204.7590430276828
158,2204.489418502285
159,2204.507330905522
160,2204.369123024521
161,2204.4446321426544
162,2204.6467834852538
163,2205.001848442165
164,2204.9700822486657
165,2204.8424165732185
166,2204.7410436788805
167,2204.5956728558835
168,2204.9305799992626
169,2205.1907869510096
170,2204.830153635595
171,2204.6953199769096
172,2205.160151010523
173,2204.9672390078445
174,2204.6981858572026
175,2204.646919310112
176,2204.813542783603
177,2204.6491262897825
178,2204.806572967643
179,2204.485940370224
180,2204.7555108558254
181,2204.7218252236917
182,2204.7949341109897
183,2205.125336292668
184,2205.0108164324147
185,2204.8816535025376
186,2205.0105225320885
187,2204.6508946340905
188,2204.8858812371295
189,2205.0514698662705
190,2205.1390362165976
191,2205.1289566226324
192,2205.1624420970957
193,2205.281098452319
194,2205.3250470822327
195,2205.3205998597978
196,2205.092396183522
197,2205.243685331107
198,2205.3024030016577
199,2205.549017285188
200,2205.6530211687414
201,2205.2924457078893
202,2205.2004806737223
203,2204.75909820172
204,2204.939311363702
205,2205.3258606850177
206,2204.9839862535882
207,2205.4556301608945
208,2205.434399836578
209,2205.2741457995085
210,2205.4608871152154
211,2205.467362573319
212,2205.4238776325446
213,2205.493954297271
214,2205.5902451985903
215,2205.8187792203325
216,2205.7846061668524
217,2206.036747189862
218,2205.8111895748634
219,2206.1081783998497
220,2206.4502518623967
221,2206.513528125329
222,2206.6896612466408
223,2206.4328564204066
224,2206.244184127972
225,2205.9682164487444
226,2206.1865335672483
227,2206.398789460945
228,2205.8953707506157
229,2205.696530751999
230,2206.097164684055
231,2206.7819417309884
232,2206.1842975183376
233,2206.2844296584344
234,2206.5593520533666
235,2206.6105111740812
236,2206.6197900105494
237,2206.923643451738
238,2207.2081571856097
239,2207.182249804825
240,2207.202623828486
241,2207.2841591964184
242,2206.7984171923613
243,2207.2790064438987
244,2207.0047982336273
245,2207.579595072278
246,2206.9896555358187
247,2206.4647737611763
248,2207.4415551522993
249,2207.378501323011
250,2208.174479472088
251,2208.728841841091
252,2208.2656856939766
253,2209.3336032166253
254,2208.580332110161
255,2208.376108236213
256,2209.2613575175283
257,2209.2793161962168
258,2208.47869637862
259,2209.4696863782524
260,2208.9671216006655
261,2208.686867394766
262,2208.4684641874965
263,2208.5719331378004
264,2208.78906596995
265,2209.098513927008
266,2209.0735056053336
267,2209.2780028608427
268,2208.688488176723
269,2208.163352313186
270,2208.0426943535977
271,2208.4978292577725
272,2209.560355593016
273,2209.007170313611
274,2208.3286246506223
275,2208.490527082174
276,2208.4458122143633
277,2208.6784620632184
278,2209.98407459987
279,2209.223325750615
280,2209.6418998977556
281,2209.727638576428
282,2209.104638166373
283,2209.0177095013296
284,2210.2572056978743
285,2210.5368788605015
286,2210.04118731215
287,2209.514913346253
288,2209.381338402428
289,2210.384083611323
290,2210.0395013797033
291,2211.3102887526934
292,2210.8619636497647
293,2211.6048885916266
294,2211.232277333757
295,2210.857378730375
296,2211.5313732458235
297,2212.5287073705576
298,2214.0776466251164
299,2212.198375568919
300,2210.5785592768243
301,2212.2817191533977
302,2212.1682468414415
303,2210.5796474990743
304,2211.346386322433
305,2212.2741100346584
306,2216.070072647987
307,2217.3133316668263
308,2216.895335578195
309,2220.584525198733
310,2218.819226393414
311,2220.0369937729592
312,2219.8091611894756
313,2219.0721295752073
314,2219.202366252932
315,2219.0925016628885
316,2221.1747736770512
317,2222.2659340793944
318,2217.356318837268
