,HI_WOA,ImprovedGA,OriginalGSKA,OriginalHGS,L_SHADE,BaseSMA,OriginalSMA,AdaptiveEO,DHO_KR
94,10026057049.695398,872613885.3868799,6702246.894857592,54334757.61960361,456292.2670323011,1418517675.6817515,2026499538.7547512,262920221.93213356,137796808.01983097
95,10026057049.695398,872613885.3868799,6702246.894857592,48658343.62902801,456292.2670323011,976480431.7502452,1837249206.7988472,258648154.97897372,137796808.01983097
96,10026057049.695398,872613885.3868799,6702246.894857592,46649279.212931134,456292.2670323011,983601280.4538648,1309379373.099102,256077912.3647537,137796808.01983097
97,10026057049.695398,872613885.3868799,6702246.894857592,44117849.8155528,456292.2670323011,530853257.58649385,1361259727.1540437,253605318.22414684,137796808.01983097
98,10026057049.695398,872613885.3868799,6702246.894857592,38849068.77711785,456292.2670323011,1539116889.240798,1117599153.7707014,251763439.26384136,137796808.01983097
99,10026057049.695398,671974678.555549,6702246.894857592,36842064.45033988,456292.2670323011,547422613.5102586,1665910924.1754456,250415959.6924468,137796808.01983097
100,10026057049.695398,671974678.555549,6702246.894857592,33166107.473387077,456292.2670323011,904183502.074988,1154767765.8697877,248649766.8788038,137796808.01983097
101,10026057049.695398,671974678.555549,6702246.894857592,32929217.780584898,456292.2670323011,728173625.9131386,913759915.6085464,244712678.10890436,137796808.01983097
102,10026057049.695398,671974678.555549,6702246.894857592,32727834.140986502,456292.2670323011,601735463.2748721,1058942962.4204968,241696185.24582064,37381925.31178755
103,10026057049.695398,671974678.555549,6702246.894857592,32621286.020296976,456292.2670323011,334363370.83454335,901150994.5425886,238457364.1215209,37381925.31178755
104,10026057049.695398,671974678.555549,6702246.894857592,32585314.540912077,456292.2670323011,700043166.4122016,619924753.4915847,235652259.96596363,37381925.31178755
105,10026057049.695398,671974678.555549,6702246.894857592,32556663.97896546,456292.2670323011,345553483.73240334,707287346.585616,228712193.7842801,37381925.31178755
106,10026057049.695398,671974678.555549,6702246.894857592,32489426.911174927,456292.2670323011,544476402.2298893,471301460.0073817,228384737.48848525,37381925.31178755
107,10026057049.695398,671974678.555549,6702246.894857592,32485003.83938698,238273.0607013472,579521658.476179,1658624537.7126143,227142338.5480873,37381925.31178755
108,10026057049.695398,671974678.555549,6702246.894857592,32484987.11377196,238273.0607013472,187212649.63854203,1511445461.3918202,225025394.14849505,37381925.31178755
109,10026057049.695398,668428914.5041877,6702246.894857592,32483188.93813802,238273.0607013472,368087119.1095676,1521522551.4469335,221338649.99636087,37381925.31178755
110,10026057049.695398,668428914.5041877,6702246.894857592,32482824.47180193,238273.0607013472,520193924.1913509,919308227.83256,218431227.20879152,37381925.31178755
111,10026057049.695398,668428914.5041877,6702246.894857592,32482445.216442283,238273.0607013472,506516106.8231937,2468880987.7652435,216293701.85644788,37381925.31178755
112,9933306384.144545,668428914.5041877,6702246.894857592,32480686.26627767,207206.26940436213,1217695050.9226422,1599351637.7188966,212999557.7662049,37381925.31178755
113,9933306384.144545,668428914.5041877,6702246.894857592,32478142.454072177,207206.26940436213,1037067597.5371188,1621336792.967816,204930608.5495585,37381925.31178755
114,9933306384.144545,668428914.5041877,6702246.894857592,32476253.43910686,207206.26940436213,517000615.8152544,1892708486.8009408,204221952.4835809,37381925.31178755
115,9933306384.144545,668428914.5041877,6702246.894857592,32473390.166441977,207206.26940436213,488875854.5381024,1062064853.5838982,202665273.94557247,37381925.31178755
116,9933306384.144545,668428914.5041877,6702246.894857592,32465841.546877023,207206.26940436213,517171217.11795306,1063291970.7719544,200671383.23566303,37381925.31178755
117,9933306384.144545,668428914.5041877,6702246.894857592,32459558.03461982,207206.26940436213,523532134.5560738,969103374.9404014,198977464.1723836,37381925.31178755
118,9933306384.144545,668428914.5041877,6702246.894857592,32453321.10619118,207206.26940436213,514450989.4057999,1184024620.3229444,197698028.66159493,37381925.31178755
119,9933306384.144545,668428914.5041877,6702246.894857592,32450686.54316106,207206.26940436213,301666734.8151144,563188545.8255827,195869149.18690965,37381925.31178755
120,9933306384.144545,668428914.5041877,4290300.575813038,32442135.69521204,150256.5108047762,403426885.44633055,537337010.3240427,193784035.24727663,37381925.31178755
121,9933306384.144545,668428914.5041877,4290300.575813038,32441794.84777656,150256.5108047762,609467938.8641433,988183592.1082404,192262961.86603537,37381925.31178755
122,9933306384.144545,668428914.5041877,4290300.575813038,32439489.762401387,150256.5108047762,575845747.5405002,902904470.295484,190270416.8047105,37381925.31178755
123,9933306384.144545,668428914.5041877,4290300.575813038,32436072.43105509,150256.5108047762,482358487.3271004,447536864.9115703,189262204.8638125,37381925.31178755
124,9933306384.144545,668428914.5041877,4290300.575813038,32427860.989721645,150256.5108047762,388608770.61046505,269805395.32535994,187697207.74113324,37381925.31178755
125,9933306384.144545,668428914.5041877,4290300.575813038,32417980.722293448,111719.68182990992,362437418.8298755,539147026.7079685,186491442.40805572,37381925.31178755
126,9933306384.144545,668428914.5041877,4290300.575813038,32408809.074727084,111719.68182990992,425064170.7738468,366408693.8724787,186227938.7189609,37381925.31178755
127,9933306384.144545,668428914.5041877,4102862.214664156,32400557.70177317,111719.68182990992,310768307.3210801,409148693.0397266,183952970.4736105,37381925.31178755
128,9933306384.144545,668428914.5041877,4102862.214664156,32388565.268995736,111719.68182990992,203689858.74981865,274011585.5171727,181918242.9194657,37381925.31178755
129,9933306384.144545,668428914.5041877,3806257.732909124,32313854.991239205,111719.68182990992,192527288.14210305,272878182.4025361,180684234.92900735,37381925.31178755
130,9933306384.144545,668428914.5041877,3806257.732909124,32229883.950251,111719.68182990992,187572481.0895481,242198469.5222644,179439239.5264386,36271559.485953
131,9933306384.144545,668428914.5041877,3667246.778832277,32045638.62653858,80816.89699289078,183197313.70804152,136268464.06490636,175857357.719574,34101202.963771574
132,9933306384.144545,668428914.5041877,3667246.778832277,31996657.41649336,80816.89699289078,122469923.51876344,215718732.1230007,173824318.23522192,34101202.963771574
133,9933306384.144545,668428914.5041877,3667246.778832277,31821505.478386752,80816.89699289078,258733656.83930197,158296126.01414064,172704701.59105772,34101202.963771574
134,9933306384.144545,291313953.2172862,2208606.6354420413,31689168.31979395,80816.89699289078,390708966.49627954,847076255.8284633,169307112.1069117,34101202.963771574
135,9933306384.144545,291313953.2172862,2208606.6354420413,31642712.401304506,80816.89699289078,245165476.05675203,1066661835.2903144,169146575.26185602,34101202.963771574
136,9933306384.144545,291313953.2172862,2208606.6354420413,31527556.79002348,69020.27075129676,141615287.0681136,1143006634.0437846,167238994.320291,34101202.963771574
137,9933306384.144545,291313953.2172862,2208606.6354420413,31329001.269399613,69020.27075129676,181582048.6054442,921568720.540586,167216587.391713,34101202.963771574
138,9933306384.144545,291313953.2172862,2208606.6354420413,31234576.001185365,69020.27075129676,122954625.97618496,779588204.8502597,166477142.25895375,34101202.963771574
139,9933306384.144545,291313953.2172862,2208606.6354420413,31168972.71400043,69020.27075129676,82718592.60837992,841375434.8176293,165858164.2534412,34101202.963771574
140,9933306384.144545,291313953.2172862,2208606.6354420413,31054339.00765312,69020.27075129676,86990729.35078357,580724499.1459584,164694030.80381066,34101202.963771574
141,9933306384.144545,291313953.2172862,2208606.6354420413,30991998.28503184,69020.27075129676,128675928.2086886,312436069.81260747,163922214.92722866,34101202.963771574
142,9933306384.144545,291313953.2172862,2208606.6354420413,30953415.522769667,69020.27075129676,129263429.71256858,327102341.1531699,163289844.4802624,34101202.963771574
143,9933306384.144545,291313953.2172862,2208606.6354420413,30940584.70846005,52676.64494316819,67469998.65941429,370975095.99740434,163066345.2595388,34101202.963771574
144,9933306384.144545,291313953.2172862,2038480.6657610885,30924138.88942224,52676.64494316819,76750987.14463057,389048872.83019257,162814109.95517498,34101202.963771574
145,9933306384.144545,291313953.2172862,2038480.6657610885,30910251.61928896,52676.64494316819,226404745.8757399,254229966.9937312,161831377.1965127,34101202.963771574
146,9933306384.144545,291313953.2172862,2038480.6657610885,30876899.118849013,52676.64494316819,192476205.82580164,281173514.3306011,161083891.23219657,34101202.963771574
147,9933306384.144545,291313953.2172862,2038480.6657610885,30868041.31132679,52676.64494316819,113677387.29133894,849155121.1181294,160665446.6434421,34101202.963771574
148,9933306384.144545,291313953.2172862,2038480.6657610885,30804586.113208465,42395.72251820667,112942066.31014924,402748610.1763289,160265391.51305902,34101202.963771574
149,9933306384.144545,291313953.2172862,2038480.6657610885,30798571.940948848,40817.81381908604,125700327.4099304,304836050.68188256,159950518.31975573,34101202.963771574
150,9933306384.144545,291313953.2172862,2038480.6657610885,30775986.35201696,40817.81381908604,134494372.76195964,333151422.2053374,157044796.50874078,34101202.963771574
151,9933306384.144545,291313953.2172862,2038480.6657610885,30750299.19257028,40817.81381908604,147415104.013794,245817063.48157048,155707387.73781684,34101202.963771574
152,9933306384.144545,291313953.2172862,2038480.6657610885,30724845.109286163,40817.81381908604,172512596.46398872,520710019.753121,154674173.37635398,34101202.963771574
153,9933306384.144545,291313953.2172862,2038480.6657610885,30721269.51582637,35771.25071571216,242931745.14839828,653335760.6743333,154320517.87290215,34101202.963771574
154,9933306384.144545,291313953.2172862,2038480.6657610885,30712489.045111123,35771.25071571216,94508349.29852934,440157875.5109376,152475900.71922612,34101202.963771574
155,9933306384.144545,291313953.2172862,2038480.6657610885,30711028.78341119,20305.87297464285,103709839.50423358,168221094.87665856,152342042.28816605,29523272.935794525
156,9933306384.144545,291313953.2172862,2038480.6657610885,30710232.684151616,20305.87297464285,67694078.10349354,207435926.34296772,151847853.06519952,24295316.756706502
157,9933306384.144545,291313953.2172862,2038480.6657610885,30701445.09998531,20305.87297464285,64648602.84431639,173255358.18273708,150719984.35539997,24295316.756706502
158,9933306384.144545,291313953.2172862,2038480.6657610885,30694459.192029223,20305.87297464285,78154481.97753876,286346162.5613686,149731195.48329723,24295316.756706502
159,9933306384.144545,291313953.2172862,2038480.6657610885,30686185.8042755,20305.87297464285,82728648.66600636,136237834.50905153,149581250.17828372,24295316.756706502
160,9933306384.144545,291313953.2172862,2038480.6657610885,30673618.73468773,20305.87297464285,13594844.913328286,57167222.68133771,149397812.18740547,24295316.756706502
161,9933306384.144545,291313953.2172862,2038480.6657610885,30660215.81605739,20305.87297464285,21922019.017756816,239551055.82864887,148839003.26325646,24295316.756706502
162,9933306384.144545,291313953.2172862,2038480.6657610885,30654784.70852196,20305.87297464285,25019147.748677637,233442011.8797994,148201093.17564315,24295316.756706502
163,9933306384.144545,291313953.2172862,2038480.6657610885,30648623.86770649,20305.87297464285,44801156.06354484,328049508.5058848,148010617.7288294,24127214.57076977
164,9933306384.144545,291313953.2172862,2038480.6657610885,30639821.084097948,20305.87297464285,33364664.02646096,428411020.9952363,147481669.16815487,24127214.57076977
165,9933306384.144545,291313953.2172862,2038480.6657610885,30627094.537538845,12559.548352069676,23075876.86903632,460224841.8380552,147209006.29503214,24127214.57076977
166,9933306384.144545,291313953.2172862,2038480.6657610885,30606893.128994785,12559.548352069676,36146593.40474526,528637630.68351054,147003119.11825532,24127214.57076977
167,9933306384.144545,291313953.2172862,2038480.6657610885,30597797.6739858,12559.548352069676,20011239.63646681,338121207.31927794,146381014.2602822,24127214.57076977
168,9933306384.144545,291313953.2172862,2038480.6657610885,30593385.685137905,12559.548352069676,22992562.219464462,665934664.3083159,146009754.50593874,24127214.57076977
169,9933306384.144545,291313953.2172862,2038480.6657610885,30589880.08409153,12559.548352069676,36482766.17313101,368461949.8859396,145729495.4060122,24127214.57076977
170,9933306384.144545,291313953.2172862,2038480.6657610885,30588542.471378382,12559.548352069676,90758454.27543022,361919140.9952384,145560100.37129956,19985382.44705077
171,9933306384.144545,291313953.2172862,2038480.6657610885,30579276.381917067,12559.548352069676,93586816.03584015,325381580.47099704,145307058.24425256,19985382.44705077
172,9933306384.144545,291313953.2172862,1678166.6846719687,30577705.327294607,12559.548352069676,68685259.80368316,255924003.6830689,145260700.2289456,19985382.44705077
173,9933306384.144545,291313953.2172862,1678166.6846719687,30575046.892243568,12559.548352069676,45600495.201625004,9799575634.242352,144275535.44247237,16979817.241573025
174,9933306384.144545,291313953.2172862,1678166.6846719687,30574579.234883253,12559.548352069676,82419110.8905636,7034929907.383807,144029342.67999342,13744898.848691223
175,9933306384.144545,291313953.2172862,1678166.6846719687,30561933.983662374,12559.548352069676,86693482.38017756,2533254238.456473,143603867.38869917,11856212.652208151
176,9933306384.144545,291313953.2172862,1678166.6846719687,30561377.2009475,12559.548352069676,66145096.59544639,1405203718.5353963,143321524.83378005,11856212.652208151
177,9933306384.144545,291313953.2172862,1678166.6846719687,30560494.28835011,12559.548352069676,31945610.716782257,955042348.8586698,143256545.65946293,10993782.522913467
178,9933306384.144545,291313953.2172862,1678166.6846719687,30556462.104319084,12559.548352069676,43251460.86312468,660443520.1492782,143226665.56619796,10993782.522913467
179,9933306384.144545,291313953.2172862,1678166.6846719687,30555706.534972955,12559.548352069676,57672803.74130525,489085186.1874439,142826574.1970668,9434340.115622371
180,9933306384.144545,291313953.2172862,1678166.6846719687,30550284.32039812,12559.548352069676,36425037.19896754,247910635.80182183,142265534.54431087,8875821.932130154
181,9933306384.144545,291313953.2172862,1169254.3393980148,30547043.643194977,12559.548352069676,39427338.69247619,187053129.67388067,141641868.22370613,8875821.932130154
182,9933306384.144545,291313953.2172862,1169254.3393980148,30546200.66066282,10007.916588697635,27523394.921462703,121166220.78148656,138437364.88187504,8875821.932130154
183,9933306384.144545,291313953.2172862,1169254.3393980148,30544983.616343927,10007.916588697635,32342810.946548387,77890543.92637594,138437364.88187504,8875821.932130154
