,HI_WOA,DHO,ChaoticWhale,ImprovedGA,OriginalGSKA,OriginalHGS,L_SHADE,BaseSMA,OriginalSMA,AdaptiveEO
76,20217528.663609453,35854.27553914993,141421.74603384983,14756186.410870038,26331908.015839554,2279115.9939314774,942906.0497961164,18961254.6421196,116989426.70027962,5319976.70988394
77,20217528.663609453,36119.79446672285,134391.03551583315,14756186.410870038,26331908.015839554,2142451.4174392247,942906.0497961164,67598256.98587474,131906229.20620874,5303523.071302101
78,20217528.663609453,36534.1780055464,132327.52060332109,14756186.410870038,26331908.015839554,1877306.6602198707,942906.0497961164,59299058.78210336,53687647.8063322,5302720.19739259
79,20217528.663609453,35896.71601756762,129507.50124060632,14756186.410870038,26331908.015839554,1604610.589380739,761480.7601201484,86458780.38794705,196195467.89633355,5301198.088238897
80,20217528.663609453,35748.4169577202,123475.57632836592,14756186.410870038,26331908.015839554,1015108.3926363568,761480.7601201484,92183092.68048728,160409498.4039549,5296152.564579652
81,20217528.663609453,35828.859114046005,118803.13455574712,14756186.410870038,26331908.015839554,855939.6232284952,761480.7601201484,126512051.49368706,105141895.82264625,5290826.085781664
82,20217528.663609453,35826.842235536315,116176.79858796032,14756186.410870038,26331908.015839554,787475.4734617712,761480.7601201484,65768831.565033495,105839612.94459066,5290584.247540423
83,20217528.663609453,38368.381005029085,113085.60430951732,14756186.410870038,26331908.015839554,542404.2194201171,761480.7601201484,120696038.67019178,67068500.62002096,5275116.877816021
84,20008734.524065096,38305.5446555016,111656.95200057163,14756186.410870038,26331908.015839554,326392.03353664256,761480.7601201484,144100161.15605056,65141867.57449672,5270578.039664457
85,19249823.3509454,38295.54035658183,104798.59887990163,14756186.410870038,26331908.015839554,186186.05345012716,761480.7601201484,99661159.02426703,85250799.0574935,5269270.559040824
86,19249823.3509454,38753.71955161948,100986.19634744564,14756186.410870038,26331908.015839554,132062.68753343466,761480.7601201484,39247650.09504753,211748003.09836107,5251969.18426571
87,19249823.3509454,36231.97398615507,96693.1491845265,14756186.410870038,26331908.015839554,97492.19583634814,761480.7601201484,23039565.731415484,493500803.4157721,5245116.56009595
88,19249823.3509454,36192.39683596703,90955.60645588576,14756186.410870038,26331908.015839554,81256.82577200545,761480.7601201484,29326763.171754733,103552714.49978288,5244264.335703312
89,19249823.3509454,36239.10696758342,89195.37628145321,14756186.410870038,26331908.015839554,80708.42770920543,761480.7601201484,62336132.2741525,48921623.81413943,5240099.255248308
90,19249823.3509454,36009.93413231541,88339.07630977957,14756186.410870038,26331908.015839554,79528.00542902482,761480.7601201484,55006020.86197887,139859693.07218564,5239330.767167847
91,19249823.3509454,36614.08365993482,87471.26425493442,14756186.410870038,26331908.015839554,68472.47036644189,761480.7601201484,25328803.595390618,80110458.84931271,5234657.981390555
92,19249823.3509454,36513.42531146818,86657.33226777159,14756186.410870038,26331908.015839554,66269.00089966616,761480.7601201484,15209284.75483854,149544855.71981817,5227171.294289772
93,19249823.3509454,34877.48955518559,86391.19075020045,14756186.410870038,26331908.015839554,65203.4095050451,761480.7601201484,10818379.179414494,36113580.60649388,5225806.732214263
94,19249823.3509454,34735.2416890871,85981.31471913673,14756186.410870038,26331908.015839554,64653.44799322567,761480.7601201484,44713402.15031808,79156514.33147997,5223134.990827494
95,19249823.3509454,33021.56573177682,85785.56229142228,14756186.410870038,26331908.015839554,64514.30202665802,761480.7601201484,49051827.72333813,91671740.91724394,5222132.879788214
96,19249823.3509454,31722.039781106854,85112.61530491145,14756186.410870038,26331908.015839554,64462.86738501671,651633.7080013667,51632269.35591241,23380233.82414132,5208488.312305999
97,19249823.3509454,31529.819875736743,85084.04165031051,14756186.410870038,26331908.015839554,64459.61209133081,651633.7080013667,28554191.267109536,182227851.94258276,5184595.5986964125
98,19249823.3509454,31230.20258089896,84998.037027838,14756186.410870038,26331908.015839554,64457.92609615791,651633.7080013667,85271953.238513,35745623.84120537,5182676.892081093
99,19249823.3509454,31285.42041540779,84884.930098989,11015683.751103476,26331908.015839554,64457.65676775119,651633.7080013667,106460815.53669852,110395627.29250851,5180937.235324743
100,19155644.383611374,31263.1268492658,84858.50663816469,11015683.751103476,26331908.015839554,64456.46790039256,651633.7080013667,57083082.266871214,112268660.74497682,5174522.383563837
101,19155644.383611374,31271.60070340171,84797.30216837469,11015683.751103476,26331908.015839554,64455.4782725112,651633.7080013667,21788583.737727955,104245721.81949508,5172620.977121925
102,18905494.47688027,31023.112710411668,84759.07284120693,11015683.751103476,26331908.015839554,64454.14404452774,651633.7080013667,29156788.992837787,106250583.3081386,5169919.1076278845
103,18905494.47688027,30985.31341807496,84597.30238261729,11015683.751103476,26331908.015839554,64448.79237317384,651633.7080013667,50703634.33444226,368919799.61337423,5166644.372555976
104,18905494.47688027,33149.00448892638,84159.32505898978,11015683.751103476,26331908.015839554,64436.92297102603,651633.7080013667,84696978.82234019,86748527.92659438,5165579.2338025365
105,18905494.47688027,30393.086093099708,83810.77350433226,11015683.751103476,26331908.015839554,64413.76775906534,651633.7080013667,32277504.847660907,21170352.28993449,5162640.844829466
106,18905494.47688027,29230.56275188463,83789.840906448,11015683.751103476,26331908.015839554,64381.03496545309,651633.7080013667,7615917.587356663,39645329.539587244,5160877.67239066
107,18905494.47688027,28451.64264152125,83581.4091839081,11015683.751103476,26331908.015839554,64371.203638896186,651633.7080013667,47214579.18725144,1996680205.5715585,5160202.008453818
108,18905494.47688027,28263.08348432865,83459.12249186408,11015683.751103476,26331908.015839554,64369.12441074101,651633.7080013667,47262965.485560425,343478859.4182927,5159954.669496537
109,18905494.47688027,28259.79516672021,83416.4657317709,11015683.751103476,26331908.015839554,64363.55669211901,651633.7080013667,21869504.050486803,76871180.41053948,5158017.694114313
110,18905494.47688027,28259.886026467266,83232.86681424512,11015683.751103476,26331908.015839554,64301.8008215142,651633.7080013667,31138326.649580117,38899293.636256896,5148885.268389281
111,18905494.47688027,27543.297476723143,83073.92468865849,11015683.751103476,26331908.015839554,64195.43725061952,651633.7080013667,12899627.318574714,49264451.639458686,5137694.517869567
112,18905494.47688027,31987.97645386293,82901.2712338824,11015683.751103476,26331908.015839554,63995.63755947563,651633.7080013667,25479076.835896075,61946037.45818913,5133143.190950615
113,18905494.47688027,30555.29073457507,82868.97620818164,11015683.751103476,26331908.015839554,63835.90268852127,651633.7080013667,14022708.93488679,164327815.21473458,5130862.8815704165
114,18905494.47688027,30856.2328300552,82801.26075493041,11015683.751103476,26331908.015839554,63285.67846905428,651633.7080013667,19607840.699780814,68799364.70228179,5130649.954375508
115,18905494.47688027,31401.782583258504,82551.14519650502,11015683.751103476,26331908.015839554,61958.148232942425,651633.7080013667,5948131.255407422,46002642.95737687,5124018.819503986
116,18905494.47688027,28924.193183608477,82475.62790715037,11015683.751103476,26331908.015839554,60492.43785069545,651633.7080013667,38211344.95737458,56877369.13746937,5117127.357378933
117,18905494.47688027,28375.79998795008,82466.94959122609,11015683.751103476,26331908.015839554,59457.24705924229,651633.7080013667,40826279.21693009,45575005.55646692,5114611.889301862
118,18905494.47688027,28293.432787119065,82437.67827872695,11015683.751103476,26331908.015839554,58835.57628118272,651633.7080013667,20522843.61052362,37778166.29792903,5110898.564016326
119,18905494.47688027,28276.30173607944,82426.89418781105,11015683.751103476,26331908.015839554,52950.02967338826,651633.7080013667,37214858.25888821,9510586.467563666,5109148.145203134
120,18874822.04637289,28175.18783554628,82410.31773935482,11015683.751103476,26331908.015839554,39580.89329226262,651633.7080013667,36503908.599324994,81163811.3187278,5099838.024033228
121,18874822.04637289,28174.2291751415,82386.31611309247,11015683.751103476,26331908.015839554,30216.448177996772,651633.7080013667,39401471.60973773,32143298.53707725,5095568.255615357
122,18874822.04637289,27449.14814418505,82356.61775306961,11015683.751103476,26331908.015839554,25568.614064007328,651633.7080013667,30521808.83349306,64524501.4901429,5094145.907440176
123,18874822.04637289,27290.362450148743,82168.12598936335,11015683.751103476,26331908.015839554,25047.870068924312,562964.1930953676,15807566.8366147,39980683.81281717,5092131.390765916
124,18874822.04637289,27452.254162562916,82158.5246174583,11015683.751103476,26331908.015839554,24128.630984484163,562964.1930953676,11348648.550270066,22092731.220995974,5089867.963493833
125,18874822.04637289,35444.001180010666,81718.29672138712,11015683.751103476,26331908.015839554,20979.612401329105,562964.1930953676,7440321.787829999,25515044.69185781,5086188.248593653
126,18873398.0862058,34176.08981612886,81718.29672138712,11015683.751103476,23773466.461347267,18745.111360307903,562964.1930953676,9789888.500720508,12622493.580778277,5078044.863214926
127,18873398.0862058,33141.19316977801,81718.29672138712,11015683.751103476,23773466.461347267,18272.090672912112,562964.1930953676,12683151.31859172,37647102.74335476,5076541.976121116
128,18873398.0862058,27480.766995400427,81713.38373876056,11015683.751103476,23773466.461347267,17449.112745716517,562964.1930953676,2160229.665300952,45114436.58463229,5049720.354513368
129,18873398.0862058,27612.03051965727,81663.73350126098,11015683.751103476,23773466.461347267,17065.03103985363,562964.1930953676,26544510.926279053,35096443.87427655,5003907.790665686
130,18873398.0862058,27069.83005556896,81639.07589112132,11015683.751103476,23773466.461347267,16969.55186243075,562964.1930953676,32594869.942843407,26851863.239586,4993097.419863082
131,18873398.0862058,25926.53986080594,81619.54758293551,11015683.751103476,23773466.461347267,16916.268917714322,562964.1930953676,21428428.165997755,67442866.80002186,4974511.678022425
132,18873398.0862058,25986.091251370766,81579.56540830096,11015683.751103476,23773466.461347267,16884.94365851327,562964.1930953676,8748706.860084523,51891317.3506657,4961477.205212904
133,18873398.0862058,25852.884870419315,81579.52890129806,11015683.751103476,23773466.461347267,16833.67128304247,562964.1930953676,19148484.129641227,175215512.00328413,4958403.906522878
134,18873398.0862058,24715.370459331,81553.45510903743,11015683.751103476,23773466.461347267,16796.216370053928,562964.1930953676,5118332.740787293,105521900.68606482,4953987.822651601
135,18873398.0862058,24580.763147544632,81485.05451602789,11015683.751103476,23773466.461347267,16758.872514484716,562964.1930953676,4314865.164399135,45973075.40466201,4951078.165067029
136,18873398.0862058,23311.308427265343,81478.76977913993,11015683.751103476,23773466.461347267,16681.437683150678,539146.2972468577,2808457.2318101497,26499791.174814776,4950938.503496771
137,18873398.0862058,22594.4124974466,81469.56395105767,11015683.751103476,23773466.461347267,16630.854201042068,539146.2972468577,6928618.770993556,27295193.875465736,4949885.199590945
138,18864366.081637617,22407.85935329485,81283.70956576444,11015683.751103476,23773466.461347267,16601.96176080088,539146.2972468577,9596548.505038053,50386039.39450924,4947604.21985583
139,18864366.081637617,22327.407606072,81249.38100216126,11015683.751103476,23773466.461347267,16578.06704072367,539146.2972468577,5384010.653148364,37029074.17535954,4947281.012707741
140,18864366.081637617,22523.804211444527,81217.15434980436,11015683.751103476,23773466.461347267,16558.588386392457,539146.2972468577,1829384.967709996,15058596.638059216,4947112.476916055
141,18864366.081637617,21368.29123666841,81191.36685158465,11015683.751103476,23773466.461347267,16537.213111969235,539146.2972468577,1801199.805535424,28810337.006197847,4932159.086388277
142,18864366.081637617,24741.76118749919,81190.92014077301,11015683.751103476,23773466.461347267,16474.66924609666,441027.8127172277,1616498.659307461,32214064.28611455,4929247.995019503
143,18864316.434084784,19700.63061019161,81182.67766238083,11015683.751103476,23773466.461347267,16443.518438457875,331947.4078016166,6574836.2886449285,11229665.69740836,4927316.661689404
144,18864316.434084784,19607.273514381694,81178.58458706985,11015683.751103476,23773466.461347267,16433.867917600706,331947.4078016166,4682836.38047412,25342780.00871447,4925124.165803916
145,18864316.434084784,20112.111382673025,81146.360078297,11015683.751103476,23773466.461347267,16402.315469729652,203966.13028587532,1411394.3044095712,27001312.852269623,4914123.960884663
146,18864316.434084784,19972.713424291574,81133.63566515446,11015683.751103476,23773466.461347267,16349.215770322957,203966.13028587532,1510594.1315965208,7382154.200968869,4913724.824671444
147,18864316.434084784,19862.69230942408,81076.1367308074,11015683.751103476,23773466.461347267,16212.81253397001,133225.98392982458,4284773.608597969,3763659.084329202,4909398.426268693
148,18864316.434084784,18602.78474290789,81013.01572428644,11015683.751103476,23773466.461347267,16092.939457027383,133225.98392982458,1848608.8246047543,34285644.52666282,4908146.213535635
149,18864316.434084784,18102.90928395872,81005.9765061833,11015683.751103476,23773466.461347267,15872.79089876155,133225.98392982458,3020355.57184721,34344208.18961759,4906721.268190214
150,18864316.434084784,17998.895560472312,80999.4215267226,11015683.751103476,23773466.461347267,15655.880463607704,133225.98392982458,3773531.41619976,19200076.20552404,4906169.917583728
151,18864316.434084784,17888.315028684174,80998.70251862888,11015683.751103476,23773466.461347267,15416.052437105183,133225.98392982458,2690381.44683191,31728646.99475537,4905298.986138267
152,18864316.434084784,17746.673520107113,80980.15264406361,11015683.751103476,21105874.75875037,15233.32728031972,130749.7141794448,3563799.8736447063,14671718.750526724,4904285.028885599
153,18864316.434084784,17296.669439974852,80941.1464162187,11015683.751103476,21105874.75875037,14879.752134326263,130749.7141794448,1926840.3078066623,13769004.481812673,4900841.01724769
154,18864316.434084784,17132.574032557764,80935.81418150985,11015683.751103476,21105874.75875037,14657.45153369198,130749.7141794448,4817280.983304055,24050816.68853024,4899877.0683680605
155,18864316.434084784,16766.421788587464,80908.89409204041,11015683.751103476,21105874.75875037,14567.680853057973,130749.7141794448,3370750.5703657703,3348893.850468522,4899150.406656921
156,18864316.434084784,16576.200906637543,80897.79228818318,11015683.751103476,21105874.75875037,14504.703481670687,130749.7141794448,3570240.7232521176,16123211.194598358,4898617.741407957
157,18864316.434084784,16105.719638488716,80895.78076701293,11015683.751103476,21105874.75875037,14387.13532297158,130749.7141794448,3632153.21399638,2983453663.12761,4897141.30760819
158,18864316.434084784,16104.120386265664,80887.91122582831,11015683.751103476,21105874.75875037,14310.93907572318,130749.7141794448,5356601.357712901,856194894.0012666,4896052.212423591
159,18864316.434084784,13978.98697429312,80886.72106636342,11015683.751103476,21105874.75875037,14144.53779646704,39542.15924678054,1214326.809306922,370793359.8741779,4895818.647673444
160,18864316.434084784,12690.952824804352,80884.92418311928,11015683.751103476,21105874.75875037,13954.118948799907,39542.15924678054,3534847.568966979,215975232.29181427,4895102.115004166
161,18864316.434084784,12495.998016450758,80883.59230448275,11015683.751103476,21105874.75875037,13712.113243306852,39542.15924678054,5106801.0020662,136303769.75454018,4893584.405045873
162,18864316.434084784,12495.113462671836,80883.05202832608,11015683.751103476,21105874.75875037,13582.217324175956,39542.15924678054,2670373.701007729,97936803.62341268,4892983.675759472
163,18864316.434084784,12493.214962000682,80881.49013343535,11015683.751103476,21105874.75875037,13425.31152203671,39542.15924678054,3578985.045425512,18028937.481828608,4892748.458968888
164,18864316.434084784,11880.48954945723,80871.79510844093,11015683.751103476,21105874.75875037,13303.810900892437,39542.15924678054,7319470.626048692,11207570.736532211,4892338.360156265
