,HI_WOA,DHO,ChaoticWhale,ImprovedGA,OriginalGSKA,OriginalHGS,L_SHADE,BaseSMA,OriginalSMA,AdaptiveEO
0,2721.71943460104,2821.815991115379,2806.8304898341426,2811.444299477468,2818.6965713405525,2805.9202807147003,2837.1646319682677,2753.921096841566,2767.523422793185,2696.610274508772
1,2721.71943460104,2698.1162455797594,2789.4744784980776,2703.1157428333167,2729.701940016585,2719.288260153256,2807.8768692493627,2729.4971354065137,2782.200793026016,2685.401861506647
2,2721.71943460104,2689.8328228811097,2747.6561739356557,2684.8095905382143,2729.701940016585,2715.0314450142955,2774.327689538733,2723.037163344035,2730.285742299333,2685.39857121612
3,2721.71943460104,2686.715182921724,2725.359189818282,2684.8095905382143,2729.701940016585,2709.646784810373,2752.514162926515,2706.7987024705885,2748.7915883704395,2685.393162880023
4,2721.71943460104,2683.03259280214,2706.889857051161,2680.535593703169,2709.958990104755,2695.777638639616,2715.972173567513,2707.365005397771,2713.0537549962987,2675.948465165788
5,2721.71943460104,2534.039141658717,2696.507533499261,2680.535593703169,2709.958990104755,2693.155992836404,2705.874292023361,2686.908596221102,2713.5712892927822,2675.9136263177725
6,2721.71943460104,2497.9785480100727,2695.825143447309,2680.535593703169,2705.0569503671472,,2705.874292023361,2691.272947290771,2689.4547164077567,2675.866895132315
7,2721.71943460104,2488.1542655485564,2692.913703113596,2680.535593703169,2705.0569503671472,,2705.874292023361,2688.2797927814536,2707.281053686368,2675.788437677299
8,2721.71943460104,2488.639070760138,2692.265475400084,2671.6780215151184,2705.0569503671472,,2705.874292023361,2694.6509093818167,2718.260222006994,2675.6745617976817
9,2721.71943460104,2465.806016324194,2691.0436308842345,2666.8733990574133,2678.419630318499,,2705.874292023361,2700.8985096275646,2717.838536092205,2675.615119308672
10,2721.71943460104,2458.195439539226,2690.4741167363995,2666.8733990574133,2678.419630318499,,2677.85876405559,2704.4725168251925,2698.520268219057,2675.3381891564723
11,2721.71943460104,2445.6700649826385,2690.440204403762,2666.8733990574133,2678.419630318499,,2677.85876405559,2706.756537663668,2720.896242895257,2675.0886632028974
12,2721.71943460104,2441.3252098828743,2690.3788627224667,2661.0056010844305,2678.419630318499,,2677.85876405559,2700.0360995035294,2716.1120091487187,2675.011471816467
13,2721.71943460104,2441.4608064652084,2690.2565545260463,2661.0056010844305,2678.419630318499,,2677.85876405559,2695.4467077426243,2711.667128024126,2674.6474097413325
14,2721.71943460104,2435.848933190718,2690.0879870040344,2659.88724003823,2678.419630318499,,2677.85876405559,2707.781897826976,2710.2542976169702,2674.071635592255
15,2721.71943460104,2433.6144836855506,2689.9583581171587,2659.88724003823,2678.419630318499,,2677.85876405559,2698.207728588663,2709.3471614322734,2673.543780545342
16,2721.71943460104,2410.3096898217764,2689.8363323397616,2659.3733710502565,2664.5828020433846,,2677.85876405559,2696.515618453181,2699.3613499304706,2673.199484826548
17,2721.71943460104,2376.887235275497,2689.7685543353173,2659.3733710502565,2664.5828020433846,,2677.85876405559,2691.995095924662,2733.5164712538976,2672.831088729558
18,2721.71943460104,2376.1997027454718,2689.7516956747363,2659.3733710502565,2664.5828020433846,,2677.85876405559,2706.166777598549,2708.6230650712077,2672.274348225389
19,2721.71943460104,2372.0129260655794,2689.7136366300874,2651.165101129527,2664.5828020433846,,2665.9760413082627,2704.4182020790163,2693.64150858097,2671.71121306762
20,2721.71943460104,2367.365868099388,2689.693272955996,2651.165101129527,2664.5828020433846,,2665.9760413082627,2701.788180840679,2705.0181209150965,2671.361452592602
21,2721.71943460104,2367.365039377371,2689.652333703003,2651.165101129527,2664.5828020433846,,2665.9760413082627,2684.332953027504,2704.0780442407845,2670.7894565815923
22,2721.71943460104,2359.4480375853404,2689.6265122910063,2651.165101129527,2664.5828020433846,,2665.9760413082627,2688.6128252867143,2725.7877116930977,2669.9436815349027
23,2721.71943460104,2359.158456659001,2689.562337518208,2651.165101129527,2664.5828020433846,,2665.9760413082627,2690.66328605792,2724.3409471952973,2669.655889437908
24,2690.3022476215638,2357.3272213781333,2689.551174872351,2651.165101129527,2664.5828020433846,,2665.9760413082627,2697.655256684532,2716.871116375743,2668.6704456515345
