,HI_WOA,DHO,ChaoticWhale,ImprovedGA,OriginalGSKA,OriginalHGS,L_SHADE,BaseSMA,OriginalSMA,AdaptiveEO
0,627.4166384047259,649.4995348590957,646.315205124105,630.519455501581,651.2954437099035,627.9289437463761,622.8749610561491,617.8422763892521,639.1985631488117,617.0248970714968
1,627.4166384047259,600.3971332096555,646.315205124105,623.1021751658578,644.8940580187007,610.2072064230264,622.4388815511556,657.4483172091047,718.7755203343536,607.4381338972286
2,619.8930183828686,600.2948618891553,637.9325422509079,616.6536644919947,616.0936769614362,574.0625991539571,616.5775715004585,663.2338688199109,667.1425963525664,599.5037032657079
3,619.8930183828686,600.0337898144169,635.3696813100097,595.3653779228572,608.2686796912124,572.7145005223691,616.5775715004585,597.1121326803365,657.5896030066248,588.6155632342441
4,619.8930183828686,600.0363113633887,625.6974903838127,570.4880497955903,608.2686796912124,568.0642888702498,603.2502736770313,615.0347780329984,650.4078000168138,588.6106171867935
5,619.8930183828686,600.0547855262012,623.6579306242755,570.4880497955903,598.5481271404263,566.5172614484885,603.2502736770313,630.7993374384563,621.8456541641373,588.5813812672127
6,619.8930183828686,594.1277731810845,622.8113687891364,570.4880497955903,598.5481271404263,549.3197644893252,571.6651251761499,617.5542888380583,665.023234967976,588.5352200770633
7,619.8930183828686,592.5390873048295,622.162125152592,570.4880497955903,598.5481271404263,549.3197644893252,571.6651251761499,625.9656842612435,628.5243115731241,588.4763750326531
8,619.8930183828686,589.7860089349319,622.1288421269325,570.4880497955903,598.5481271404263,548.8576464945745,568.4443178450679,598.1759436787913,626.4004249383806,588.3961420989617
9,619.8930183828686,589.754785748152,621.1962876361044,570.4880497955903,569.1490893802743,548.007852545452,568.4443178450679,628.2979964227076,624.387034375035,588.2927081504131
10,619.8930183828686,588.3229623759933,621.1535661295269,570.4880497955903,569.1490893802743,547.7643067720691,568.4443178450679,617.6303048878601,630.0333339463639,588.2521633856297
11,619.8930183828686,588.327758189418,620.7288235011033,563.5451974463997,547.3780859212754,547.6067200666167,568.4443178450679,618.2294774421308,619.4565205565898,587.9978961633739
12,619.8930183828686,588.3428090539278,619.003322951197,563.5451974463997,547.3780859212754,546.6037720156164,568.4443178450679,614.3467786964316,616.6493222671226,587.8821190844711
13,619.8930183828686,588.5466708862559,618.8818854179515,563.5451974463997,547.3780859212754,545.0353696107461,568.4443178450679,618.0036789705377,612.532609973171,587.723894207996
14,619.8930183828686,587.2691878745618,617.4371707846764,563.5451974463997,547.3780859212754,542.7526717438082,568.4443178450679,574.2608981274377,609.2699846083905,587.5125525895027
15,619.8930183828686,586.9381408711448,617.1612073026878,563.5451974463997,547.3780859212754,541.9431882880691,549.7922620582664,594.2098114528899,619.9418541571819,587.3808763351968
16,619.8930183828686,586.9589910167508,616.9352022212108,563.5451974463997,547.3780859212754,541.2913286990196,549.7922620582664,595.4945431621,601.1696044396924,586.9518210740014
17,619.8930183828686,586.2605087623083,616.7664402418986,563.5451974463997,547.3780859212754,541.1641024406601,549.7922620582664,600.6797225692355,620.8693968902033,586.7397630962607
18,619.8930183828686,582.6661589239643,616.6169356659067,563.5451974463997,547.3780859212754,540.908267526982,549.7922620582664,584.3259682367805,618.5395507712789,586.1339440764682
19,619.8930183828686,582.4812806094534,616.4158825010729,563.5451974463997,547.3780859212754,540.6226664393048,549.7922620582664,601.9321496991871,619.0769238248049,585.7622310486904
