,HI_WOA,ImprovedGA,OriginalGSKA,OriginalHGS,L_SHADE,BaseSMA,OriginalSMA,AdaptiveEO,DHO_KR
0,2932.7132029554227,2843.839338476895,2857.287486872065,2888.3437687948413,2889.3993054641537,2995.180894401632,2908.1987204602274,2869.164585416661,2922.6657462558296
1,2932.7132029554227,2843.839338476895,2853.980317616233,2868.324348773933,2889.3993054641537,2984.560602146586,2859.697345620281,2850.954705089649,2907.426723779222
2,2932.7132029554227,2843.839338476895,2853.980317616233,2862.551036131465,2875.148489816931,2854.578439598892,2841.677178402196,2850.946008605667,2907.426723779222
3,2932.7132029554227,2836.403383690008,2853.980317616233,2856.183840124308,2875.148489816931,2821.6518665250014,2842.978955529963,2850.929161000672,2894.02787032619
4,2932.7132029554227,2823.7033338975803,2853.980317616233,2856.183840124308,2868.7706168479194,2830.7809578741217,2832.2086539933803,2811.5852803561947,2894.02787032619
5,2932.7132029554227,2812.171976018657,2831.932126738734,2856.183840124308,2865.953492886987,2827.680129776653,2875.941693594349,2811.5694362840118,2894.02787032619
6,2931.2771394467727,2812.171976018657,2831.932126738734,2856.183840124308,2856.656505580533,2839.8786351958342,2827.48183176848,2811.5546695060816,2832.8082359913624
7,2917.541855072613,2812.171976018657,2796.4233279974583,2856.183840124308,2838.666223885061,2812.803015226735,2881.343754363148,2811.5065579453785,2832.8082359913624
8,2879.269610217384,2802.9572143042924,2796.4233279974583,2856.183840124308,2838.666223885061,2827.608177139057,2853.995812732063,2811.445770196264,2832.8082359913624
9,2879.269610217384,2802.9572143042924,2796.4233279974583,2856.183840124308,2838.666223885061,2828.185516333133,2879.942431171692,2811.406704290722,2832.8082359913624
10,2879.269610217384,2802.9572143042924,2796.4233279974583,2856.183840124308,2827.228490131189,2813.6354375754936,2855.3351654014723,2811.357756438284,2832.8082359913624
11,2873.9991584549607,2802.9572143042924,2796.4233279974583,2856.183840124308,2821.2625749656927,2832.674972836448,2852.84082540004,2811.292156152723,2832.8082359913624
12,2873.9991584549607,2792.8409410009963,2796.4233279974583,2856.183840124308,2816.68337969128,2796.762223289701,2855.5168783422614,2811.166711079064,2832.8082359913624
13,2873.9991584549607,2792.8409410009963,2796.4233279974583,2856.183840124308,2811.346091616396,2833.009613079548,2840.6134859159315,2811.051521024311,2832.8082359913624
14,2873.9991584549607,2792.8409410009963,2796.4233279974583,2856.183840124308,2810.0538707209607,2829.744824681876,2816.538628782206,2810.962739335569,2832.8082359913624
