,HI_WOA,ImprovedGA,OriginalGSKA,OriginalHGS,L_SHADE,BaseSMA,OriginalSMA,AdaptiveEO,DHO_KR
0,5176.205493745008,4512.394518242152,5048.963787092795,5179.43410203834,5008.740525359006,4827.17236284436,4467.030177604935,4649.109531892454,4232.950506155517
1,3941.815018115241,4186.423345647827,5048.963787092795,5084.204436404616,5008.740525359006,5467.60166944153,5313.807266484551,4349.157488985016,4232.950506155517
2,3941.815018115241,3891.226687494594,5047.530614408732,4701.656414786991,4006.042733365266,4957.873730034715,5231.194823834388,4349.122623536412,4232.950506155517
3,3941.815018115241,3891.226687494594,3952.15845737258,4599.221358825576,4006.042733365266,4714.517575803413,5904.843107904644,4291.39874555129,3745.073943113088
4,3941.815018115241,3891.226687494594,3952.15845737258,4484.190806257578,3838.1014375376726,4430.647559894735,5457.174343772495,4233.17410354568,3745.073943113088
5,3941.815018115241,3853.46454389024,3952.15845737258,4476.312185889158,3838.1014375376726,5216.994509557415,5023.84378280831,4233.114411562318,3631.402022023045
6,3941.815018115241,3649.485429377658,3952.15845737258,4476.312185889158,3448.418776411808,4335.017217433142,5440.44853680635,4230.143926382731,3631.402022023045
7,3941.815018115241,3518.859731710417,3838.757733058158,4476.312185889158,3448.418776411808,4097.242827345193,5227.100733992375,4202.65383471424,3631.402022023045
8,3941.815018115241,3518.859731710417,3838.757733058158,4476.312185889158,3448.418776411808,3862.144935121183,4932.421604849023,4202.185538307336,3631.402022023045
9,3941.815018115241,3518.859731710417,3838.757733058158,4476.312185889158,3448.418776411808,4404.604328854956,5331.394154101346,4103.002456080617,3631.402022023045
10,3941.815018115241,3518.859731710417,3701.460929271809,4476.312185889158,3310.648774941764,4083.818481549452,5134.906293654877,4102.78587971609,3631.402022023045
11,3941.815018115241,3344.599674435284,3503.9418394583563,4476.312185889158,3310.648774941764,3858.421819136664,4598.832814966103,4102.499403182327,3631.402022023045
12,3941.815018115241,3344.599674435284,3503.9418394583563,4476.312185889158,3307.8442643079447,3681.5597814844114,4952.12941567592,4102.122246879488,3631.402022023045
13,3941.815018115241,3344.599674435284,3503.9418394583563,4476.312185889158,3307.8442643079447,3929.307206329749,5182.065340002768,4101.687880810436,3631.402022023045
14,3941.815018115241,3344.599674435284,3503.9418394583563,4476.312185889158,3307.8442643079447,3934.404310635279,5088.155798067957,4101.118735251998,3526.709579774126
15,3941.815018115241,3344.599674435284,3503.9418394583563,4476.312185889158,3207.6676753527995,3554.0880733417494,5181.764676110482,4100.886143818825,3526.709579774126
16,3941.815018115241,3344.599674435284,3503.9418394583563,4476.312185889158,3207.6676753527995,4054.170597902832,5078.777525568231,4099.814622225505,3526.709579774126
17,3941.815018115241,3307.0516188425454,3503.9418394583563,4476.312185889158,3189.441738886516,4069.691512878396,5060.674126779881,4098.544995070113,3510.499099357105
18,3941.815018115241,3307.0516188425454,3503.9418394583563,4476.312185889158,3172.435368508716,3681.646040545456,4199.025154277832,4097.906515053379,3510.499099357105
19,3941.815018115241,3307.0516188425454,3503.9418394583563,4476.312185889158,3172.435368508716,3504.541114684149,5089.931827023189,4096.762658809863,3510.499099357105
20,3941.815018115241,3307.0516188425454,3386.9106851409865,4476.312185889158,3172.435368508716,3751.889148919074,5582.844968353202,4095.3757127394906,3510.499099357105
21,3941.815018115241,3307.0516188425454,3362.326482766653,4476.312185889158,3155.889183432001,3859.3022249782903,5179.188677177355,4094.707952060919,3510.499099357105
22,3941.815018115241,3307.0516188425454,3362.326482766653,4476.312185889158,3155.889183432001,3334.1788688981537,5240.996146329505,4092.807196095817,3510.499099357105
23,3748.872759639746,3214.0339484639626,3362.326482766653,4476.312185889158,3155.889183432001,3369.876628473528,5534.766926537093,4091.5940168836287,3510.499099357105
24,3748.872759639746,3214.0339484639626,3362.326482766653,4476.312185889158,3155.889183432001,3260.3180777880043,3955.4776470852767,4090.6842212711695,3510.499099357105
25,3567.1041035144804,3214.0339484639626,3338.27727911672,4476.312185889158,3155.889183432001,3333.549964795751,4059.709572012329,4088.479139918374,3510.499099357105
26,3567.1041035144804,3214.0339484639626,3338.27727911672,4476.312185889158,3121.8536664498056,3567.3001779756105,3791.461978118457,4087.7037197003497,3510.499099357105
27,3567.1041035144804,3214.0339484639626,3338.27727911672,4476.312185889158,3077.7930240578307,3425.762487729464,4014.4574113047206,4086.006708179105,3510.499099357105
28,3567.1041035144804,3214.0339484639626,3270.605132881028,4476.312185889158,3077.7930240578307,3383.7945988684323,4171.369444710284,4082.709985322158,3510.499099357105
29,3567.1041035144804,3214.0339484639626,3270.605132881028,4476.312185889158,3077.7930240578307,3369.7543768104074,3829.779607383959,4081.6075337093102,3510.499099357105
30,3567.1041035144804,3214.0339484639626,3253.0964328982973,4476.312185889158,3060.883046968341,3458.3496444448965,3700.0922704059385,4080.189197196592,3504.98525836485
31,3567.1041035144804,3214.0339484639626,3245.002645157722,4476.312185889158,3060.883046968341,3621.048724072738,3928.887209315331,4077.824894625298,3504.98525836485
32,3567.1041035144804,3214.0339484639626,3205.680948799733,4476.312185889158,3024.0367907611826,3380.715631314772,4107.714576619259,4073.976774909207,3504.98525836485
33,3567.1041035144804,3214.0339484639626,3205.680948799733,4476.312185889158,3002.3394548581678,3373.4950661914904,4294.775364337915,4073.157752040433,3504.98525836485
34,3567.1041035144804,3179.88371234013,3134.2888126377084,4476.312185889158,2999.4260611482914,3459.1801008064317,3860.999106064022,4071.868750188309,3504.98525836485
35,3567.1041035144804,3179.88371234013,3134.2888126377084,4476.312185889158,2999.4260611482914,3717.850214734997,3882.470565431193,4071.4866969029863,3504.98525836485
36,3567.1041035144804,3179.88371234013,3134.2888126377084,4476.312185889158,2999.4260611482914,3449.80203216499,3855.146302770258,4069.889874334157,3504.98525836485
37,3567.1041035144804,3179.88371234013,3134.2888126377084,4476.312185889158,2999.4260611482914,3449.9267296832563,3794.282090904012,4067.286114685468,3504.98525836485
38,3567.1041035144804,3179.88371234013,3134.2888126377084,4476.312185889158,2999.4260611482914,3275.13919303962,3270.002585161334,4065.6558684335073,3504.98525836485
39,3567.1041035144804,3179.88371234013,3120.1229924178715,4476.312185889158,2979.6278919570595,3463.889424505005,3955.149104356097,4063.9997937691846,3504.98525836485
40,3567.1041035144804,3179.88371234013,3120.1229924178715,4476.312185889158,2979.6278919570595,3350.490542555977,3977.369882121157,4062.804758765462,3504.98525836485
41,3567.1041035144804,3179.88371234013,3120.1229924178715,4476.312185889158,2979.0796491617293,3578.777461163174,4056.2643827258,4060.566713490233,3504.98525836485
42,3567.1041035144804,3179.88371234013,3115.79489049376,4476.312185889158,2979.0796491617293,3683.8558164154665,3409.888836471948,4058.801410023928,3504.98525836485
43,3567.1041035144804,3179.88371234013,3095.958576290353,4476.312185889158,2979.0796491617293,3661.1096811685793,3302.085721285862,4057.693425963731,3493.671661066961
44,3567.1041035144804,3179.88371234013,3095.958576290353,4476.312185889158,2979.0796491617293,3506.980842602088,3387.341283161926,4055.92702977955,3493.671661066961
45,3567.1041035144804,3179.88371234013,3095.958576290353,4476.312185889158,2977.77532870058,3440.305037969104,3464.3245505418545,4054.451413527552,3484.0559256461665
46,3567.1041035144804,3179.88371234013,3095.9080428599045,4476.312185889158,2963.5327200313686,3351.5197202297268,3446.26644841823,4052.281693749048,3484.0559256461665
47,3567.1041035144804,3179.88371234013,3095.9080428599045,4476.312185889158,2963.5327200313686,3316.319313564371,3454.518218114581,4051.385196757511,3484.0559256461665
48,3567.1041035144804,3179.88371234013,3095.9080428599045,4476.312185889158,2956.242225559727,3146.224322602554,3534.833480303296,4051.3501942841576,3418.9333295263104
49,3567.1041035144804,3164.7350641053245,3095.9080428599045,4476.312185889158,2946.7215800767176,3150.092347834149,3512.8447742451053,4050.060310147349,3418.9333295263104
50,3567.1041035144804,3164.7350641053245,3095.9080428599045,4476.312185889158,2942.010757014972,3174.9249346312768,3408.2343957042126,4049.353393797189,3418.9333295263104
51,3567.1041035144804,3164.7350641053245,3095.9080428599045,4476.312185889158,2942.010757014972,3431.416425438549,6351.087691134697,4048.8077952941767,3394.959907025511
52,3567.1041035144804,3164.7350641053245,3095.9080428599045,4476.312185889158,2936.2363510022765,3278.9784397062167,5249.085916962958,4048.199014293248,3394.959907025511
53,3567.1041035144804,3164.7350641053245,3093.57245151944,4476.312185889158,2936.2363510022765,3291.2485665466384,3813.9205302177593,4047.904078882536,3385.703034427659
54,3567.1041035144804,3164.7350641053245,3093.57245151944,4476.312185889158,2936.2363510022765,3324.05076247683,3786.022537863276,4046.729923364372,3355.650828206509
55,3567.1041035144804,3164.7350641053245,3087.119584831429,4476.312185889158,2936.2363510022765,3332.9179530889587,3608.562262855462,4045.0590152863447,3355.650828206509
56,3567.1041035144804,3164.7350641053245,3087.119584831429,4476.312185889158,2934.64782536721,3275.652394061851,3513.2290914470154,4044.312233514886,3355.650828206509
57,3567.1041035144804,3164.7350641053245,3087.119584831429,4476.312185889158,2934.64782536721,3269.8665159539846,3403.6674565324083,4044.197380673496,3355.650828206509
58,3567.1041035144804,3164.7350641053245,3087.119584831429,4476.312185889158,2934.64782536721,3356.7036460342933,3509.1958284918123,4043.548468732487,3355.650828206509
59,3567.1041035144804,3164.7350641053245,3087.119584831429,4476.312185889158,2934.64782536721,3379.0524240830964,3427.3728412538912,4042.663144888164,3355.650828206509
60,3567.1041035144804,3135.5673038655104,3051.4446397955544,4476.312185889158,2933.999779705423,3152.0040155395745,3233.869704039058,4042.6559444521536,3349.596717960354
61,3567.1041035144804,3135.5673038655104,3051.4446397955544,4476.312185889158,2932.342322008965,3142.0842362681487,3254.9557828818806,4042.0644971833776,3349.596717960354
62,3567.1041035144804,3135.5673038655104,3051.4446397955544,4476.312185889158,2930.781712959767,3245.462207797674,3286.554543699841,4041.4359456783823,3349.596717960354
63,3567.1041035144804,3135.5673038655104,3051.4446397955544,4476.312185889158,2924.562459236101,3136.4652907931318,3219.829539460072,4041.0284988389503,3349.596717960354
64,3567.1041035144804,3135.5673038655104,3047.8716471530515,4476.312185889158,2924.562459236101,3179.180141997296,3272.761121301168,4040.7127419324897,3349.596717960354
65,3567.1041035144804,3135.5673038655104,3047.8716471530515,4476.312185889158,2914.7759195717917,3164.381070268648,3285.5748866746985,4040.599062152088,3349.596717960354
66,3567.1041035144804,3135.5673038655104,3039.0083525660966,4476.312185889158,2914.7759195717917,3200.059949820339,3302.4557340680444,4040.4589447236895,3349.596717960354
67,3567.1041035144804,3135.5673038655104,3039.0083525660966,4476.312185889158,2914.7759195717917,3250.3569010004467,3192.869221492916,4039.253609110719,3349.596717960354
68,3567.1041035144804,3135.5673038655104,3039.0083525660966,4476.312185889158,2914.7759195717917,3285.327658077588,3145.012639920567,4039.215789592221,3291.7020292875727
69,3567.1041035144804,3135.5673038655104,3039.0083525660966,4476.312185889158,2914.295518354408,3265.952694494602,3117.1418018306435,4039.011620120076,3197.358670351009
70,3567.1041035144804,3135.5673038655104,3039.0083525660966,4476.312185889158,2909.6722523631506,3261.468506619552,3153.083145786729,4038.680956259884,3189.6533627026865
71,3567.1041035144804,3135.5673038655104,3039.0083525660966,4476.312185889158,2909.6722523631506,3272.972491900168,3165.0714028039165,4038.610793173005,3189.6533627026865
72,3567.1041035144804,3135.5673038655104,3039.0083525660966,4476.312185889158,2909.6722523631506,3265.8998671693607,3125.75772869759,4037.8648171495206,3185.0085137839174
73,3567.1041035144804,3135.5673038655104,3039.0083525660966,4476.312185889158,2909.6722523631506,3154.5676876812,3146.6673648068336,4037.470747985316,3125.516205802901
74,3567.1041035144804,3123.6630631622825,3039.0083525660966,4476.312185889158,2909.3829205139355,3196.361087885496,3100.271440256235,4037.327367670723,3009.9693822341383
75,3567.1041035144804,3123.6630631622825,3039.0083525660966,4476.312185889158,2909.3829205139355,3273.99701151675,3061.628066067708,4036.298064150375,3009.9693822341383
