,HI_WOA,DHO,ChaoticWhale,ImprovedGA,OriginalGSKA,OriginalHGS,L_SHADE,BaseSMA,OriginalSMA,AdaptiveEO
0,621.2422690640242,626.5131131055467,616.0909871533388,611.2428153192773,613.841904859656,607.2771958268638,610.4301968186535,627.5117220720813,617.1596651068539,606.9029144312187
1,618.1150777482012,608.5394705240677,614.1885553835021,611.2428153192773,609.9763601639086,605.8739887786131,610.4301968186535,623.5875165470586,618.9817591454384,603.2336400974109
2,618.1150777482012,603.0121754607974,607.2248859644999,602.7036754213647,603.1671508896303,602.7810431473043,610.4301968186535,622.0087838895984,615.3629285285978,603.2336092817069
3,618.1150777482012,602.5539809959095,606.7085338498983,602.7036754213647,603.1671508896303,602.3857247367397,605.2937419123833,614.1285926681818,616.2134297480001,603.232228482587
4,612.3372452752815,600.9136396429992,604.1092834598836,602.7036754213647,603.1671508896303,602.239090646902,605.2937419123833,615.0689996217661,620.6963948748909,603.2269447103084
5,608.312687204999,600.5134530988729,602.5177291640712,602.7036754213647,603.1671508896303,601.7159957064321,605.2937419123833,616.0094002649271,628.2390718232299,603.2217606947631
6,608.312687204999,600.489427673421,601.2032888566239,602.7036754213647,603.1671508896303,601.2576288146314,605.2937419123833,605.1867739461833,627.464334482062,603.2153013251558
7,608.312687204999,600.4118150499684,600.976357440556,602.7036754213647,603.1671508896303,601.0128392710317,605.2937419123833,608.9301604504097,611.4839869077098,603.2056951210996
8,608.312687204999,600.4126919238764,600.5022657591843,602.7036754213647,603.1671508896303,600.9055017023801,605.2937419123833,607.2714832517513,621.1504277029657,601.3105122448228
9,608.312687204999,600.3825186289083,600.2642299674097,602.7036754213647,603.1671508896303,600.886362872725,605.2937419123833,603.3831661608584,619.6615566722187,601.3008401213436
10,608.312687204999,600.1325909393084,600.2303536005855,602.7036754213647,603.1671508896303,600.8465244952112,605.2937419123833,600.6739286998605,626.4915118049454,601.2953468646738
11,608.312687204999,600.1256462061023,600.1158151132089,602.7036754213647,603.1671508896303,600.8214668572549,605.2937419123833,607.4267428852321,613.1887763863764,601.2811957487069
12,608.0181593727835,600.1033526267818,600.1134583149912,602.7036754213647,603.1671508896303,600.8084648774342,605.2937419123833,601.3460153083922,615.5642721984635,601.2692019967409
13,608.0181593727835,600.1014592928905,600.0785492870431,602.7036754213647,603.1671508896303,600.7755393098777,605.2937419123833,604.9199448254234,618.6608817263725,601.259387604829
